word,1501-1550,1551-1600,1601-1650,1651-1700,mean,in_lila_embeddings,in_lasla,in_operamaiora,transl
scabritia,57,74,22,33,46.5,False,False,False,"roughness, B:itch, scab"
coniux,65,67,33,21,46.5,True,True,True,
capitolium,30,52,50,54,46.5,False,True,False,"(1.) Capitol, Capitoline Hill in Rome (2.) religious/cathedral chapter, chapter meeting/house, right of cofraternity"
fulmino,10,47,44,85,46.5,False,True,False,"lighten, cause lightning to strike, strike like lightning"
fontana,13,18,50,105,46.5,False,False,False,of a spring
nectar,21,48,79,37,46.25,False,True,False,"tie, bind"
adhaerescio,41,58,23,63,46.25,False,False,False,
beryllus,22,41,87,35,46.25,False,False,False,"beryl, [berylius aeroides => sapphire (L+S)]"
vigor,17,65,65,37,46.0,False,False,False,"vigor, liveliness"
cassianus,38,32,50,64,46.0,True,True,True,
gades,66,36,31,51,46.0,False,True,False,
suspiro,45,49,44,46,46.0,True,True,True,"sigh, utter with a sigh"
lycurgus,47,74,20,42,45.75,False,True,False,
limi,19,57,26,81,45.75,False,False,False,"clay, mud"
redemptor,12,94,45,32,45.75,True,True,True,"contractor, undertaker, purveyor, farmer, redeemer, one who buys back"
puerperium,46,63,27,47,45.75,True,True,True,"childbirth, delivery, offspring born at a single delivery"
terrena,20,39,26,98,45.75,False,True,False,"of earth, earthly, earthy, terrestrial"
sory,45,46,77,15,45.75,False,False,False,
incutio,23,45,31,84,45.75,True,True,True,"strike on or against, instill"
atria,29,43,82,28,45.5,False,False,False,"atrium, reception hall in a Roman house, auction room, palace (pl.), house"
retracto,36,48,34,64,45.5,True,True,True,"undertake anew, draw back, be reluctant, reconsider, withdraw"
nunquus,14,29,41,98,45.5,False,False,False,
apporto,44,54,35,49,45.5,True,True,True,"carry/convey/bring (to), import, present (play), bring (news), make one's way"
reuersio,64,94,12,12,45.5,True,True,True,
apix,18,32,48,84,45.5,False,False,False,"pitch, tar"
scelestus,16,71,26,69,45.5,True,True,True,"infamous, wicked, accursed"
perego,19,46,31,85,45.25,False,False,False,"I, you, he/she/it (personal pronoun)"
huiusmodi,28,83,33,37,45.25,True,True,True,"Of this kind, such, likewise, the like"
chalybe,11,39,65,66,45.25,False,False,False,"iron/steel, iron weapons/implements, sword (L+S), horse bit, arrow point, rail"
immunitas,38,42,50,51,45.25,True,True,True,strengthen (garrison)
impenetrabilis,22,32,28,99,45.25,False,True,False,impenetrable
glarea,26,44,25,86,45.25,False,False,False,gravel
praecludo,21,51,55,54,45.25,True,True,True,"close, block"
approbatio,18,56,34,72,45.0,True,True,True,"approbation, giving approval, proof, confirmation, decision"
rapuit,33,47,50,50,45.0,False,False,False,"seize, snatch, carry away"
supplicatio,29,89,26,36,45.0,True,True,True,"thanksgiving, supplication"
aquaeductus,24,62,43,51,45.0,False,False,True,aqueduct
puteolanus,29,13,84,54,45.0,False,False,False,
distentum,40,71,37,32,45.0,False,False,False,"stretch (apart), spread out, distend, extend, rack, detract, perplex"
carbunculum,43,81,40,15,44.75,False,False,False,"live coal, red tophus, precious stone, vine blight, carbuncle/tumor/anthrax"
duplicatus,20,79,38,42,44.75,False,False,False,"double, bend double, duplicate, enlarge"
damnosus,19,51,40,69,44.75,True,True,True,"harmful/detrimental/ruinous, prodigal/spendthrift, that causes financial loss"
combibo,42,70,35,32,44.75,False,True,False,"drink completely/together/up, hold back (tears), absorb, soak in, swallow up"
adopto,34,62,27,55,44.5,True,True,True,"adopt, select, secure, pick out, wish/name for oneself, adopt legally"
conuictus,34,89,13,42,44.5,True,True,True,"To conquer, To defeat"
homicida,22,67,30,59,44.5,True,True,True,
scamnum,13,69,40,55,44.25,True,True,True,"stool, step"
incompositus,65,68,11,33,44.25,True,True,True,"clumsy, disorganized, not in formation (troops), (good) unaffected, neutral"
simulatio,24,74,21,58,44.25,True,True,True,"pretense, deceit"
lippus,23,62,41,51,44.25,True,True,True,having watery or inflamed eyes
nequam,16,80,36,45,44.25,True,True,True,"who, which, whom, that"
trophaeus,39,33,42,63,44.25,False,False,False,
pumix,55,38,43,41,44.25,False,False,False,
raptor,32,71,38,36,44.25,True,True,True,"drag violently off, ravage"
cassus,47,34,27,68,44.0,True,True,True,"hollow/empty/devoid of, lacking, useless/fruitless/vain, [in cassum => in vain]"
fere,33,59,31,53,44.0,True,True,True,"(1.) bear, carry, bring (2.) suffer, endure, tolerate (3.) say, report"
sulfureus,21,48,29,77,43.75,False,False,False,
festiuus,30,56,39,50,43.75,True,True,True,
flebilis,28,45,57,45,43.75,False,True,False,"lamentable, causing/worthy of/accompanied by tears, doleful, tearful, weeping"
dilanio,24,85,26,40,43.75,True,True,True,"tear to pieces, shred, rend/pull asunder"
metrodorus,22,30,12,111,43.75,False,True,False,
cantor,36,38,45,55,43.5,True,True,True,"sing, play (roles/music), recite, praise, celebrate, forewarn, enchant, bewitch"
euangelii,49,74,36,15,43.5,False,False,False,
tectorium,34,60,41,39,43.5,False,True,False,"used for covering, or for plastering"
boemia,119,38,10,7,43.5,False,False,False,
colossus,28,53,54,38,43.25,False,False,False,"Colossus of Rhodes (colossal statue in harbor), any large statue (Emperor)"
homen,28,42,41,62,43.25,False,False,False,
seruitium,34,75,39,25,43.25,True,True,True,
introeo,23,77,30,43,43.25,True,True,True,this
ôt,27,31,60,54,43.0,False,False,False,
indiscretus,20,73,20,59,43.0,True,True,True,"indistinguishable, used indiscriminately, alike/equal, not divided/separable"
deûm,11,27,74,60,43.0,False,False,False,"god, supreme being, statue of god"
consterno,28,65,20,59,43.0,False,True,False,"confound/shock/confuse/perplex/dismay, terrify/alarm/frighten, drive frantic"
labes,40,52,32,47,42.75,True,True,True,"totter, be ready to fall, begin to sink, give way, waver, decline, sink, err"
saturitas,33,100,14,24,42.75,True,True,True,"fullness/satiety (food/drink), surplus of digested food, abundance, plenitude"
pigritia,21,89,31,30,42.75,True,True,True,"sloth, sluggishness, laziness, indolence"
transilio,27,65,31,48,42.75,True,True,True,"jump across, leap over"
detestor,15,91,27,38,42.75,True,True,True,"call down solemn curse on, execrate, detest/loathe, avert, ward off by entreaty"
praeoccupo,9,32,21,109,42.75,True,True,True,"seize upon beforehand, anticipate"
deorsum,18,48,47,58,42.75,True,True,True,"down, downwards, beneath, below, in lower situation"
hercynia,36,65,21,49,42.75,False,False,False,
resipisco,50,60,26,35,42.75,True,True,True,"become reasonable again, recover/come to the senses, come to, revive, recover"
tropus,45,35,54,36,42.5,False,False,False,"trope, figure of speech, figurative use of word, song, manner of singing (L+S)"
heroum,27,27,38,78,42.5,False,False,False,heroic
sanabilis,16,108,22,24,42.5,True,True,True,curable
exprobro,11,42,32,85,42.5,True,True,True,"reproach, upbraid, reprove, bring up as reproach (against person DAT)"
benefacio,49,67,19,35,42.5,True,True,True,"do service/good to, make well/ably, benefit, bless"
inspector,19,62,24,64,42.25,False,False,False,"look at, observe, look on, watch"
christianis,20,64,29,56,42.25,False,False,False,Christian
symbolicus,7,16,58,88,42.25,False,False,True,"symbolic, symbolical"
fortiter,15,95,19,39,42.0,False,True,False,"strong, brave, powerful, mighty, vigorous, firm, steadfast, courageous, bold"
iustifico,20,99,44,5,42.0,False,False,True,Justify
nuptialis,47,51,31,39,42.0,True,True,True,"of a wedding or marriage, nuptial"
orichalcum,23,31,18,96,42.0,False,False,False,"brass, golden metal, yellow copper ore, ""mountain copper"", brass objects (pl.)"
alta,14,28,47,79,42.0,False,False,False,"nourish, support, sustain, increase, cherish"
refulgeo,20,68,41,39,42.0,True,True,True,"flash back, reflect light, shine brightly, gleam, glitter, glisten"
experscor,18,64,34,52,42.0,False,False,False,
excaeco,24,83,22,39,42.0,True,True,True,"blind (completely), confuse/hide/obscure, dull/dim, block channel, de-eye plant"
grassor,27,64,25,51,41.75,False,True,False,"march on, advance, roam in search of victims, prowl, proceed, run riot"
subterfugio,30,83,25,29,41.75,True,True,True,"evade, avoid by a stratagem"
salutatio,21,68,37,41,41.75,True,True,True,"greeting, salutation, formal morning call paid by client on patron/Emperor"
clareo,31,51,40,45,41.75,False,False,True,"shine bright/clearly, be clear/plain/understandable/obvious, be famous/renowned"
foeditas,37,70,30,30,41.75,True,True,True,"foulness/filthiness/vileness, horridness/beastliness/repulsiveness"
placentia,23,29,48,67,41.75,True,True,True,"please, satisfy"
uictrix,31,28,61,46,41.5,False,True,False,
casta,43,44,47,32,41.5,False,False,False,"pure, moral, chaste, virtuous, pious, sacred, spotless, free from/untouched by"
emptor,34,45,32,55,41.5,True,True,True,"buyer, purchaser"
obstringo,29,31,24,81,41.25,True,True,True,"confine, involve, oblige, put under an obligation, bind, bind by oath"
pia,12,32,64,57,41.25,False,False,False,"dutiful, pious, devout"
surripio,22,65,42,36,41.25,True,True,True,"take away secretly, steal, filch"
clamosus,15,89,20,41,41.25,True,True,True,"given to/marked by/filled with shouting/bawling/yelling, barking (dog), noisy"
socordia,19,60,24,61,41.0,False,True,False,"sluggish, inactive"
terraemotum,30,47,18,69,41.0,False,False,False,earthquake
nescia,11,19,78,56,41.0,False,False,False,"unaware, not knowing, ignorant"
inhumanus,30,70,28,36,41.0,False,True,False,"rude, discourteous, churlish, unfeeling, inhuman, uncultured, superhuman"
negotiator,22,82,33,27,41.0,True,True,True,wholesale trader or dealer
alacris,31,56,34,42,40.75,False,False,False,"eager/keen/spirited, quick/brisk, active/lively, courageous/ready, cheerful"
quamuis,25,54,21,63,40.75,True,True,True,although
uerax,26,85,26,26,40.75,True,True,True,
centurio,44,56,27,36,40.75,True,True,True,"arrange/assign (soldiers) in military centuries, divide land into centuriae"
auarus,30,94,12,27,40.75,True,True,True,
confidentia,27,48,38,50,40.75,True,True,True,"assured/confident, bold/daring/undaunted, overconfident, presumptuous, trusting"
animosa,18,74,39,32,40.75,False,False,False,"courageous, bold, strong, ardent, energetic, noble, stormy (wind/sea), furious"
honos,42,28,57,35,40.5,False,False,False,"honor, respect/regard, mark of esteem, reward, dignity/grace, public office"
citra,35,49,26,52,40.5,True,True,True,"wood of citron tree, furniture/table made of citron/citrus-wood"
candidi,18,74,51,19,40.5,False,False,False,"shining, bright, white, beautiful"
pugil,13,113,12,24,40.5,True,True,True,"boxer, pugilist"
irrepo,35,43,26,58,40.5,False,True,False,"creep in or into, steal into, insinuate oneself (into)"
inquietus,15,52,29,66,40.5,True,True,True,"rest/sleep-less, finding/taking no rest, constantly active/in motion, unquiet"
schistus,41,41,52,28,40.5,False,False,False,
foenor,14,44,42,62,40.5,False,False,False,
uilitas,29,48,52,33,40.5,True,True,True,
melos,24,37,63,37,40.25,False,False,False,"song, tune, air, strain, lay, melody, hymn"
morbidus,36,56,36,33,40.25,True,True,True,"diseased, unhealthy"
remp,27,49,26,59,40.25,False,False,False,
fecundus,24,65,51,21,40.25,True,True,True,"fertile, fruitful, productive (of offspring), prolific, abundant, imaginative"
litigo,23,50,30,57,40.0,True,True,True,"quarrel, go to law"
reips,9,44,34,73,40.0,False,False,False,
vates,18,19,54,69,40.0,False,False,False,"prophet/seer, mouthpiece of deity, oracle, soothsayer, poet (divinely inspired)"
ineuitabilis,33,88,22,17,40.0,True,True,True,
auditorius,7,89,45,19,40.0,False,False,False,relating to a hearer or hearing
tallus,30,47,29,54,40.0,False,False,False,"young/green branch/bough/stalk, olive or myrtle (L+S) branch (2 Maccabee 14:4)"
praetergredior,20,34,26,79,39.75,True,True,True,march or go past
abitus,20,30,31,78,39.75,False,True,False,"departure, removal, going away, way out, exit, outlet, passage out, egress"
mulceo,34,63,35,27,39.75,False,True,False,"stroke, touch lightly, fondle, soothe, appease, charm, flatter, delight"
pensio,10,53,31,65,39.75,False,True,False,"payment, installment, pension, paying out, rent, measured weight, recompense"
concessio,12,43,38,66,39.75,True,True,True,"permission, grant/concession, admission, plea of excuse/for pardon, yielding"
iani,5,23,104,27,39.75,False,False,False,"arcade, covered passage"
luctuosus,13,40,15,90,39.5,True,True,True,"mournful, grievous"
ulciscor,38,66,22,32,39.5,True,True,True,"avenge, punish"
periclis,47,42,34,35,39.5,False,False,False,"danger, peril, trial, attempt, risk, responsibility for damage, liability"
laudum,32,22,42,62,39.5,False,False,False,"praise, glory, fame"
satisfactio,39,49,27,43,39.5,True,True,True,"penalty, satisfaction for an offense"
mendico,18,33,65,42,39.5,True,True,True,"beg for, be a beggar, go begging"
fornacus,28,47,33,50,39.5,False,False,False,
deliciae,28,29,39,62,39.5,False,False,False,"pleasure/delight/fun (usu. pl.), activity affording enjoyment, luxuries, toys"
exactio,23,91,12,32,39.5,True,True,True,"exaction (tax/debt), enforcement (labor), expulsion, driving out, supervision"
feror,18,38,37,65,39.5,False,False,False,"(1.) bear, carry, bring (2.) suffer, endure, tolerate (3.) say, report"
reconcilio,21,74,34,29,39.5,True,True,True,"restore, reconcile"
quisquam,31,49,20,57,39.25,True,True,True,anything
solatia,41,32,47,37,39.25,False,False,False,"comfort, solace, relief in sorrow/misfortune, source of comfort/consolation"
quotiens,44,16,35,62,39.25,False,True,False,"how often, as often as"
exsoluo,14,34,12,97,39.25,True,True,True,
calcarius,24,40,22,71,39.25,False,False,False,"designed for burning lime, pertaining to lime, lime-"
asini,31,64,14,48,39.25,False,False,False,"of/connected with an ass/donkey, ass's, stupid, asinine"
modestè,5,29,37,85,39.0,False,False,False,"restrained, mild, modest, reserved, disciplined"
ingemino,23,25,47,61,39.0,False,True,False,"redouble, increase in intensity"
resplendeo,20,43,48,45,39.0,True,True,True,"shine brightly (w/reflected light), radiate light/shine brightly (luminary)"
primitiae,19,50,34,52,38.75,True,True,True,"first-fruits (pl.), first offerings, beginnings, [a ~ => from the beginning]"
configo,33,59,20,43,38.75,True,True,True,"fasten/nail together, construct, set/cover with studs/points, drive in (nails)"
praepotens,13,71,32,39,38.75,False,True,False,very powerful
aëreo,8,50,24,73,38.75,False,False,False,made of/bound with/armored with/of the color of copper/bronze/brass
abdita,24,40,36,55,38.75,False,False,False,"hidden, secret, out of the way, remote, secluded, obscure/abstruse (meaning)"
semoueo,44,68,19,23,38.5,True,True,True,
illabor,33,68,22,31,38.5,True,True,True,"slide/glide/flow (into), move smoothly, fall/sink (on to)"
clarius,24,54,54,22,38.5,False,True,False,"famous, popular, clear, bright, loud"
procuratio,27,70,12,44,38.25,True,True,True,"management, administration, charge, responsibility"
euboea,65,40,22,26,38.25,False,True,False,
integerrimus,23,54,25,51,38.25,False,False,False,"untouched, entire, whole, complete, uninjured, sound, fresh (troops), vigorous"
factor,15,86,20,32,38.25,True,True,True,"maker, perpetrator (of a crime), player (in a ballgame)"
consanguineus,14,52,38,48,38.0,True,True,True,"of the same blood, related by blood, kindred, fraternal, brotherly/sisterly"
denuntio,34,63,17,38,38.0,True,True,True,"give notice, warn/foretell, threaten/enjoin/declare intent to injure, intimate"
pace,11,42,43,56,38.0,False,False,False,peace
coluber,10,83,17,42,38.0,True,True,True,"snake, serpent"
proueho,31,70,33,18,38.0,True,True,True,
diam,17,36,16,83,38.0,False,False,False,"divine, w/supernatural radiance, divinely inspired, blessed, saint (Latham)"
rufum,30,70,30,22,38.0,False,False,False,"red (of various shades), red-haired, tawny, ruddy"
constantus,13,59,27,52,37.75,False,False,False,
ferrugo,30,37,42,42,37.75,False,True,False,"iron-rust, color of iron rust, dusky color"
gaudia,32,30,49,40,37.75,False,False,False,"happiness, joy"
abrogo,25,45,28,52,37.5,True,True,True,"abolish, repeal wholly, annul, remove, take away"
quoad,11,13,25,101,37.5,True,True,True,"as long as, until"
creditor,39,38,26,47,37.5,True,True,True,believe strongly
haemates,34,65,42,9,37.5,False,False,False,
quot,19,60,28,42,37.25,True,True,True,how many?
opprobrium,17,36,44,52,37.25,True,True,True,"reproach, taunt, disgrace, shame, scandal, source of reproach/shame"
austeritas,30,68,26,25,37.25,True,True,True,"harshness, sourness, bitterness, gloominess, somberness, severity, rigor"
onerosus,24,54,45,26,37.25,True,True,True,"oppressive, burdensome, onerous"
valentis,19,22,91,17,37.25,False,False,False,"(1.) be strong, have power (2.) be well"
topazius,29,36,58,25,37.0,False,False,False,"kind of chrysolite, green jasper (L+S)"
auernus,75,25,34,14,37.0,False,True,False,
exanimis,28,41,32,47,37.0,True,True,True,"dead, lifeless, breathless, terrified, dismayed"
sacrilegium,26,84,15,23,37.0,True,True,True,"sacrilege, robbery of sacred property"
pluribus,21,44,36,47,37.0,False,False,False,"much, many"
accusator,37,56,17,38,37.0,True,True,True,"accuser, prosecutor at trial, plaintiff, informer"
calidae,22,75,30,21,37.0,False,False,False,"warm, hot, fiery, lusty, eager, rash, on the spot, having a warm climate/place"
armenium,45,31,47,25,37.0,False,False,False,"Armenian, [~ prunum => apricot]"
virtutum,8,29,53,58,37.0,False,False,False,"bravery, fortitude, virtue"
allido,39,37,28,44,37.0,False,True,False,"dash/crush against, bruise, ruin, damage, shipwreck, (PASS) suffer damage"
sursum,24,38,36,49,36.75,True,True,True,"up, on high"
agon,22,67,22,36,36.75,True,True,True,contest; struggle; public games acc. –em or -a
interim,21,44,18,64,36.75,True,True,True,"meanwhile, in the meantime, at the same time, however, nevertheless"
obfusco,15,28,44,60,36.75,False,False,False,"darken, obscure, E:vilify"
redintegro,7,42,31,67,36.75,True,True,True,"renew, revive"
discutto,28,64,21,33,36.5,False,False,False,
deuinco,27,53,32,34,36.5,True,True,True,"To conquer, To defeat"
conseruus,5,92,24,24,36.25,True,True,True,"slave, slaves (male)"
nondum,21,34,29,61,36.25,True,True,True,"not yet, Not yet"
splendidis,20,48,27,50,36.25,False,False,False,"splendid, glittering"
obex,11,26,26,82,36.25,True,True,True,"out of, from within, from, by reason of, on account of"
fructuosus,36,46,35,27,36.0,True,True,True,"fruitful, productive, abounding in fruit, profitable, advantageous"
sanctifico,10,75,46,13,36.0,False,False,True,"sanctify, treat as holy"
bracteus,28,60,27,29,36.0,False,False,False,
cretum,56,29,28,31,36.0,False,False,False,"distinguish, discern, perceive"
astutus,10,89,11,33,35.75,True,True,True,"clever, astute, sly, cunning, expert"
ambigua,27,44,27,45,35.75,False,False,False,"changeable, doubtful, ambiguous, wavering, fickle, treacherous, unethical"
orb,14,27,30,72,35.75,False,False,False,
irretio,32,43,18,50,35.75,True,True,True,"entangle, catch in a net"
procax,33,35,51,24,35.75,False,True,False,"pushing, impudent, undisciplined, frivolous"
uirilitas,40,60,23,20,35.75,True,True,True,
flagitiosus,27,77,12,27,35.75,True,True,True,"disgraceful, shameful, infamous, scandalous, profligate, dissolute"
compar,13,76,31,23,35.75,True,True,True,"equal, equal to, like, similar, resembling, suitable, matching, corresponding"
gagas,24,42,70,7,35.75,False,False,False,
plena,29,32,30,51,35.5,False,False,False,"full (of), full, abundant, generous"
refugium,15,53,32,42,35.5,False,False,True,refuge
glabra,7,75,30,30,35.5,False,False,False,"hairless, smooth"
maltha,30,48,41,22,35.25,False,False,False,
ultor,17,38,58,28,35.25,True,True,True,"avenger, revenger"
pascor,10,62,19,50,35.25,False,True,False,"feed, feed on, graze"
marga,25,30,49,37,35.25,False,False,False,
tondeo,26,59,19,37,35.25,True,True,True,"cut, shear, clip"
aetherius,14,23,70,34,35.25,False,True,False,"ethereal, heavenly, divine, celestial, of the upper atmosphere, aloft, lofty"
optimi,12,34,31,63,35.0,False,False,False,"(1.) good, great, pleasant, favorable, valuable (2.) able, useful, satisfactory, talented, efficient"
gothia,6,89,16,29,35.0,False,False,False,
miseratio,14,75,23,28,35.0,True,True,True,"pity, compassion"
racemus,26,42,23,49,35.0,True,True,True,bunch/cluster (of grapes or other fruit)
candia,13,38,33,55,34.75,False,False,False,
consessus,21,43,27,48,34.75,True,True,True,"sit down/be seated, hold sessions, sit (judge), try, alight, subside/sink (in), take a position"
icta,36,32,39,32,34.75,False,False,False,"hit, strike, smite, stab, sting, [foedus ~ => conclude/make a treaty, league]"
concumbo,24,78,14,23,34.75,True,True,True,"lie with/together (w/DAT), cohabit"
abnego,27,49,30,33,34.75,True,True,True,"deny, decline (to), refuse, reject, refuse to give, withhold (what is due)"
circumspicio,13,43,37,46,34.75,True,True,True,"look around/over/for, survey, inspect, search for/seek, examine/review, ponder"
indubito,16,36,38,49,34.75,False,False,True,have misgivings (about)
anc,23,64,23,29,34.75,False,False,False,
sulfure,73,29,17,20,34.75,False,False,False,"brimstone, sulfur, lightning/thunder (associated with brimstone)"
epithetum,13,48,17,61,34.75,False,False,False,
epar,23,52,41,23,34.75,False,False,False,
quisquis,18,44,25,52,34.75,True,True,True,
pontificatus,32,52,14,41,34.75,True,True,True,"pontificate, the office of pontifex"
colloquor,26,35,14,63,34.5,True,True,True,"talk, speak to/with, talk together/over, converse, discuss, confer, parley"
deprecor,15,58,22,43,34.5,True,True,True,"avert by prayer, entreat/pray/beg, intercede/beg pardon/mercy/relief/exemption"
ane,17,47,38,36,34.5,False,False,False,"old (of female persons and things), aged"
desilio,30,65,18,25,34.5,True,True,True,"leap/jump down, dismount, alight, jump headlong, venture heedlessly"
contristo,14,64,25,35,34.5,True,True,True,"sadden, make gloomy, depress, discourage, afflict, sap, damage (crops), darken"
aetites,32,36,38,31,34.25,False,False,False,
erogo,12,43,36,46,34.25,True,True,True,"pay out, expend"
uigilantia,31,42,27,37,34.25,True,True,True,
epis,12,76,28,20,34.0,False,False,False,
iniungo,23,91,7,15,34.0,True,True,True,connect
tyrus,41,39,27,29,34.0,True,True,True,Tyre
ubique,18,43,18,57,34.0,True,True,True,"anywhere, everywhere (ubiquitous)"
seditiosus,24,57,25,30,34.0,True,True,True,"mutinous, troubled, quarrelsome"
choreus,46,23,45,22,34.0,False,False,False,"choree/trochee, metrical foot consisting of a long and a short syllable (_U)"
alibi,12,44,15,65,34.0,True,True,True,elsewhere
sutorium,57,35,35,8,33.75,False,False,False,"cobbler's, of a shoemaker, sewing (Cas)"
consocio,19,46,27,43,33.75,False,True,False,"associate/join/unite (in), share, bring in close relation/alliance/partnership"
opulentum,19,36,59,21,33.75,False,False,False,"wealthy, rich in wealth/resources, well supplied, sumptuous, opulent, rich"
eretria,58,24,42,11,33.75,False,False,False,
excoctio,27,65,32,11,33.75,False,False,False,"cooking, digestion (of food), burning (L+S)"
stuprum,30,36,27,41,33.5,True,True,True,"dishonor, shame, (illicit) sexual intercourse"
âs,10,17,38,69,33.5,False,False,False,"an as (a small copper coin, roughly equivalent to a penny)"
detestabilis,24,74,15,21,33.5,True,True,True,"detestable, execrable, abominable, subject to detestatio/curse"
dilatio,20,67,17,30,33.5,True,True,True,"adjournment, postponement, delay, deferral, interval (of space)"
inopinatus,16,51,32,34,33.25,True,True,True,"unexpected, unforeseen, surprising"
nimis,13,43,32,45,33.25,True,True,True,"very much, too much, exceedingly, Too much"
repens,17,60,27,29,33.25,True,True,True,"creep, crawl"
debitor,20,43,21,49,33.25,True,True,True,"debtor, one who owes, one under obligation to pay, one indebted (for service)"
inferi,30,33,29,41,33.25,True,True,True,"below, beneath, underneath, of hell, vile, lower, further down, lowest, last"
nitrosae,32,18,34,49,33.25,False,False,False,full of nitron
temulentia,47,54,16,15,33.0,False,False,False,drunkenness
releuo,36,71,11,14,33.0,True,True,True,
abominabilis,17,59,24,32,33.0,False,False,True,"detestable, hateful, abominable, worthy of destruction"
parsimonia,39,28,27,38,33.0,True,True,True,"frugality, thrift, parsimony, temperance"
incitamentum,15,59,8,50,33.0,True,True,True,"incentive, stimulus"
iurisconsultus,44,44,16,28,33.0,True,True,True,
contubernium,21,40,26,44,32.75,False,True,False,"companionship in a tent, band/brotherhood, shared war tent, apartment/lodging"
excoctum,23,65,27,16,32.75,False,False,False,"boil, temper (by heat), boil away, dry up, parch"
concubina,13,54,23,41,32.75,True,True,True,"concubine, kept mistress, one living in concubinage"
beneuolus,43,45,15,28,32.75,True,True,True,
furibundus,18,59,22,31,32.5,True,True,True,"raging, mad, furious, inspired"
reposco,19,36,41,34,32.5,False,True,False,"demand back, claim as one's due"
fascis,28,36,25,41,32.5,True,True,True,bundles of rods (w/ax) (pl.)
augu,40,37,20,33,32.5,False,False,False,
perpetior,27,58,18,26,32.25,True,True,True,endure to the full
pyrio,40,35,30,24,32.25,False,False,False,"fiery, pyrogenic, [pulvis pyrius => gunpowder]"
sacrarium,11,35,44,39,32.25,True,True,True,"shrine, sanctuary"
aueo,18,31,25,55,32.25,True,True,True,
coronatio,19,30,29,51,32.25,False,False,False,coronation
diuulgo,41,69,6,13,32.25,True,True,True,
emptio,31,36,23,39,32.25,True,True,True,"purchase/acquisition, thing bought, deed of purchase, act of buying/purchasing"
reuiuisco,25,64,19,20,32.0,True,True,True,
solamen,13,20,63,32,32.0,False,True,False,"source of comfort, solace"
orientalium,5,11,32,80,32.0,False,False,False,"eastern, of/belonging to the east, easterly, oriental"
deuotio,22,61,34,10,31.75,True,True,True,
uenditio,27,39,20,41,31.75,True,True,True,
scandalum,15,36,21,55,31.75,False,False,True,"temptation/inducement to sin, cause of offense, stumbling block, scandal (Bee)"
chimaera,9,30,22,66,31.75,True,True,True,
fatigatio,23,57,25,21,31.5,True,True,True,"fatigue, weariness, exhaustion"
largitio,19,55,19,33,31.5,True,True,True,"generosity, lavish giving, largess, bribery, distribution of dole/land"
procul,28,25,27,46,31.5,True,True,True,"away, at distance, far off, In the distance, Far off, Far"
hecla,10,8,42,66,31.5,False,False,False,
uetulus,39,66,16,5,31.5,True,True,True,
reminiscor,28,55,18,25,31.5,True,True,True,"call to mind, recollect"
adytum,23,23,40,40,31.5,False,True,False,"innermost part of a temple, sanctuary, shrine, innermost recesses/chamber"
inhabilis,15,45,24,42,31.5,True,True,True,"difficult to handle, not fitted, awkward"
apostolica,10,37,45,33,31.25,False,False,False,"apostolic, of/concerning/belonging to an Apostle, title applied to Pope"
deas,13,17,58,37,31.25,False,False,False,"god (f.), saint (f.)"
prout,5,28,36,56,31.25,True,True,True,"as, just as, exactly as"
charites,57,14,34,20,31.25,False,False,False,
orci,29,24,51,21,31.25,False,False,False,"(1.) Lower World, A:whale (2.) god of the underworld, Dis, death, the underworld"
styx,29,30,48,17,31.0,False,True,False,
utpote,34,36,15,39,31.0,True,True,True,"namely, since, as, in as much as, inasmuch as"
aerosus,21,43,28,32,31.0,False,False,False,"containing copper, full of copper"
camoena,33,9,62,20,31.0,False,False,False,
propterea,10,57,24,33,31.0,True,True,True,"therefore, for this reason, [propterea quod => because]"
peregrinor,7,37,44,36,31.0,True,True,True,"travel abroad, wander"
coniugalis,52,37,29,6,31.0,True,True,True,
piget,20,28,20,56,31.0,True,True,True,be weakened (Douay)
insuper,12,37,28,47,31.0,True,True,True,"above, on top, in addition (to), over"
inaestimabilis,5,28,24,67,31.0,True,True,True,"priceless, beyond all price, inestimable, not to be reckoned in money"
cordatus,9,16,32,66,30.75,False,False,False,"prudent, wise, sensible, judicious, endowed with intelligence"
gaudet,33,52,21,17,30.75,False,False,False,"delight, be glad, rejoice (Semidep.), rejoice, take pleasure in, rejoice, take pleasure in"
uiuax,34,66,15,8,30.75,True,True,True,
toruus,11,42,29,41,30.75,False,True,False,
despectus,17,31,29,46,30.75,True,True,True,"look down on/over, relax attention, disdain, despise, express contempt for"
praeceptorum,7,22,36,58,30.75,False,False,False,"take or receive in advance, anticipate, warn, order, teach, instruct"
misericors,12,51,34,25,30.5,True,True,True,"merciful, tenderhearted"
sponsio,12,42,25,43,30.5,True,True,True,"solemn promise, wager at law"
arenarius,23,29,24,46,30.5,False,False,False,"of/pertaining to sand, or to the arena/amphitheater, [~ lapis => sandstone]"
eburneus,6,40,27,49,30.5,False,True,False,"ivory, of ivory, white as ivory, ivory-colored, [dens ~ => elephant tusk]"
perperam,10,46,15,51,30.5,True,True,True,"wrongly, incorrectly"
locatio,31,33,22,35,30.25,True,True,True,"renting, hiring out or letting (of property)"
rubricus,46,23,40,12,30.25,False,False,False,
